,PrimaryPropertyType,Latitude,Longitude,NumberofBuildings,PropertyGFATotal,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,ElectricityUse(Percentage),SteamUse(Percentage),NaturalGasUse(Percentage),LargestUseTypeGFA(Percentage),SecondLargestUseTypeGFA(Percentage),ThirdLargestUseTypeGFA(Percentage),ParkingGFA(Percentage),NumberOfYearsENERGYSTARCertified,BuildingAge,NumberOfPropertyUses
2121,ServiceFacility,47.5316,-122.333,0.3010299956639812,4.556314564335347,ServiceFacility,None,None,44.0,6.442765259106765,2.0982975364946976,17.83,0.0,82.17,100.0,0.0,0.0,0.0,0.0,43,1
2122,ServiceFacility,47.52549,-122.33064,0.3010299956639812,4.496389902467685,ServiceFacility,Store,None,,6.132571286501375,1.645225711535416,46.15,0.0,53.85,94.52,4.66,0.0,0.0,0.0,37,2
2123,ServiceFacility,47.52549,-122.33064,0.3010299956639812,4.522718026587241,ServiceFacility,ServiceFacility,None,,6.369073853308354,1.8178957571617955,55.11,0.0,44.89,96.64,3.6,0.0,0.0,0.0,37,2
2124,ServiceFacility,47.52549,-122.33064,0.3010299956639812,4.681431199660199,ServiceFacility,None,None,71.0,6.375401906985132,1.7791634237644987,61.11,0.0,38.89,99.54,0.0,0.0,0.0,0.0,37,1
2125,ServiceFacility,47.52549,-122.33064,0.3010299956639812,4.438083288767236,ServiceFacility,None,None,55.0,6.070534064792581,1.6026025204202565,43.16,0.0,56.84,101.57,0.0,0.0,0.0,0.0,37,1
2131,School,47.694,-122.28967,0.3010299956639812,4.63994444832731,School,None,None,71.0,6.3125914266057706,1.9352552817840474,25.26,0.0,74.74,84.77,0.0,0.0,0.0,0.0,67,1
2133,Store,47.69066,-122.29023,0.3010299956639812,4.42900898458089,Store,None,None,68.0,6.145837504086133,1.351409751925439,81.86,0.0,18.14,75.82,0.0,0.0,0.0,0.0,64,1
2134,ServiceFacility,47.59347,-122.33369,0.3010299956639812,4.651045293898673,ServiceFacility,None,None,,5.978041952154963,1.4896772916636984,46.98,0.0,53.02,100.0,0.0,0.0,0.0,0.0,107,1
2138,ServiceFacility,47.57507,-122.33349,0.47712125471966244,4.443435106114942,ServiceFacility,ServiceFacility,Store,,6.452342452110913,2.056218581272306,28.81,0.0,71.19,71.02,43.23,21.61,0.0,0.0,100,4
2139,ServiceFacility,47.57459,-122.3339,0.3010299956639812,4.321722674346009,Leisure,ServiceFacility,Leisure,,5.540878175746919,0.8727388274726688,74.8,0.0,25.2,62.67,31.47,5.1,0.0,0.0,79,3
2140,ServiceFacility,47.57619,-122.3339,0.3010299956639812,4.41624097236815,ServiceFacility,None,None,,6.20642369772687,1.2695129442179163,91.39,0.0,8.61,100.0,0.0,0.0,0.0,0.0,98,1
2141,ServiceFacility,47.57881,-122.33273,0.3010299956639812,4.4682734645251,ServiceFacility,ServiceFacility,None,60.0,6.172218302332256,1.4356851379416298,76.81,0.0,23.19,100.0,57.5,0.0,0.0,0.0,24,2
2143,ServiceFacility,47.57941,-122.3336,0.3010299956639812,4.309651455849319,ServiceFacility,ServiceFacility,None,69.0,5.642027037643288,1.119585774961784,54.97,0.0,45.03,73.53,26.47,0.0,0.0,0.0,90,2
2144,ServiceFacility,47.57893,-122.33374,0.3010299956639812,4.310926855371693,ServiceFacility,None,None,16.0,5.955948765567805,0.8633228601204559,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,90,1
2145,ServiceFacility,47.58168,-122.33369,0.3010299956639812,4.4119898767888595,ServiceFacility,None,None,,5.321597815576823,0.39093510710337914,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,91,1
2146,ServiceFacility,47.58217,-122.33263,0.3010299956639812,4.339868640584651,ServiceFacility,None,None,45.0,6.031146343995111,0.9289076902439527,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,61,1
2147,ServiceFacility,47.58069,-122.3325,0.6020599913279624,4.7131964337252485,ServiceFacility,None,None,,6.547539378292792,1.8310374856400253,74.09,0.0,25.91,100.0,0.0,0.0,0.0,0.0,28,1
2148,MedicalFacility,47.53419,-122.36624,0.3010299956639812,4.63964583415458,MedicalFacility,None,None,89.0,6.496078274655326,2.0308020487722676,41.56,0.0,58.44,100.0,0.0,0.0,0.0,0.0,46,1
2149,ServiceFacility,47.53419,-122.36624,0.3010299956639812,4.566790912381592,ServiceFacility,None,None,26.0,6.058527942626946,0.9532763366673044,100.0,0.0,0.0,45.7,0.0,0.0,0.0,0.0,46,1
2150,ServiceFacility,47.53578,-122.36205,0.3010299956639812,4.455332215348646,ServiceFacility,ServiceFacility,None,,6.543438543810855,1.9717395908877782,57.62,0.0,42.38,99.2,3.86,0.0,0.0,0.0,14,2
2151,ServiceFacility,47.53846,-122.36175,0.3010299956639812,4.563492951201761,ServiceFacility,None,None,80.0,5.489116349751609,0.4983105537896005,100.0,0.0,0.0,119.01,0.0,0.0,0.0,0.0,34,1
2152,ServiceFacility,47.57269,-122.37056,0.3010299956639812,4.546258798765529,ServiceFacility,ServiceFacility,None,,6.005166082271998,0.9057958803678685,100.0,0.0,0.0,41.08,41.08,0.0,0.0,0.0,12,2
2157,School,47.65231,-122.34217,0.3010299956639812,4.615886953443552,School,MedicalFacility,None,,6.453300486200916,1.7971289877965526,68.03,0.0,31.97,63.92,36.33,0.0,36.91,0.0,76,2
2159,ServiceFacility,47.55718,-122.33288,0.3010299956639812,4.689228920267321,ServiceFacility,ServiceFacility,None,49.0,6.322264272904644,1.7965743332104296,51.54,0.0,48.46,63.18,36.82,0.0,0.0,0.0,75,2
2160,ServiceFacility,47.55658,-122.33322,0.3010299956639812,4.638229601037562,ServiceFacility,None,None,3.0,6.645118599224446,1.502290527914773,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,16,1
2162,Store,47.52254,-122.36627,0.3010299956639812,4.604938489199935,Store,None,None,19.0,6.5729151165597655,1.5620548296563785,94.55,0.0,5.45,101.31,0.0,0.0,0.0,0.0,26,1
2163,Store,47.52254,-122.36627,0.3010299956639812,4.418450450829583,Store,None,None,79.0,6.206525070159347,1.5866998016240492,64.44,0.0,35.56,123.73,0.0,0.0,0.0,0.0,11,1
2166,ServiceFacility,47.52801,-122.36918,0.3010299956639812,4.435015741932561,Leisure,ServiceFacility,School,,6.906029689044169,2.4592265797087687,37.91,0.0,62.09,106.75,31.25,2.63,0.0,0.0,41,6
2167,ServiceFacility,47.69766,-122.37346,0.3010299956639812,4.625034495895203,School,Leisure,Leisure,,6.5153147601783035,2.1850886427579197,14.45,0.0,85.55,28.45,27.03,21.58,0.0,0.0,90,6
2168,ServiceFacility,47.59657,-122.33394,0.3010299956639812,4.508543185258071,ServiceFacility,None,None,92.0,5.90093673232301,1.0948203803547998,83.98,0.0,16.02,100.0,0.0,0.0,0.0,0.0,106,1
2170,Store,47.69061,-122.35731,0.3010299956639812,4.707578691592528,Store,None,None,95.0,6.113288368510148,1.1809855807867304,91.45,0.0,8.55,100.0,0.0,0.0,0.0,0.0,63,1
2182,ServiceFacility,47.58452,-122.3337,0.3010299956639812,4.431379848841936,ServiceFacility,Leisure,ServiceFacility,,5.361458501836168,0.414973347970818,100.0,0.0,0.0,33.33,33.33,33.33,0.0,0.0,100,3
2183,ServiceFacility,47.58787,-122.33365,0.3010299956639812,4.316976239321547,Leisure,Leisure,ServiceFacility,,6.000852551299343,1.2659963704950792,77.36,0.0,22.64,56.95,24.68,18.37,0.0,0.0,81,3
2184,ServiceFacility,47.58903,-122.33361,0.3010299956639812,4.61067080743203,ServiceFacility,ServiceFacility,None,,5.912358582677925,1.4598446423882079,41.3,0.0,58.7,88.24,11.76,0.0,0.0,0.0,88,2
2185,ServiceFacility,47.59508,-122.33378,0.3010299956639812,4.304296603018355,ServiceFacility,None,None,80.0,5.760554504710738,0.7007037171450193,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,96,1
2186,ServiceFacility,47.59639,-122.33368,0.3010299956639812,4.556314564335347,ServiceFacility,None,None,40.0,6.225943683002817,1.1048284036536553,100.0,0.0,0.0,87.5,0.0,0.0,0.0,0.0,107,1
2187,ServiceFacility,47.59081,-122.33487,0.3010299956639812,4.615708125373245,ServiceFacility,Store,ServiceFacility,,6.398301538596392,1.9895388033205024,31.41,0.0,68.59,58.87,32.18,8.94,0.0,0.0,78,3
2188,ServiceFacility,47.58999,-122.33539,0.3010299956639812,4.387941243706699,ServiceFacility,ServiceFacility,None,,6.090901036385536,1.3912880485952974,73.59,0.0,26.41,64.13,35.57,0.0,0.0,0.0,79,2
2190,ServiceFacility,47.58686,-122.33469,0.3010299956639812,4.353743170753935,ServiceFacility,None,None,90.0,5.967822073195961,1.0273496077747566,92.59,0.0,7.41,100.0,0.0,0.0,0.0,0.0,89,1
2192,ServiceFacility,47.60192,-122.31641,0.3010299956639812,4.301051709845226,ServiceFacility,None,None,18.0,5.871297985069199,1.538070787043172,17.39,0.0,82.61,100.0,0.0,0.0,0.0,0.0,90,1
2193,ServiceFacility,47.60224,-122.31529,0.3010299956639812,4.62325963061961,ServiceFacility,ServiceFacility,None,,6.31597173540684,1.919444210465237,29.18,0.0,70.82,90.48,9.52,0.0,0.0,0.0,62,2
2199,ServiceFacility,47.61234,-122.31628,0.3010299956639812,4.384693833518213,ServiceFacility,ServiceFacility,None,,5.0491044052916285,0.2528530309798932,99.8,0.0,0.2,86.68,13.32,0.0,0.0,0.0,54,2
2202,Leisure,47.70178,-122.32352,0.3010299956639812,5.388280639711557,Leisure,None,None,100.0,7.042167485627379,2.4680517914542377,57.52,0.0,42.48,100.0,0.0,0.0,0.0,0.0,7,1
2205,ServiceFacility,47.55608,-122.3388,0.3010299956639812,4.391252767350556,ServiceFacility,None,None,,5.029054888201664,0.24303804868629444,100.0,0.0,0.0,92.42,0.0,0.0,0.0,0.0,84,1
2206,ServiceFacility,47.55768,-122.33137,0.3010299956639812,5.104029358675686,ServiceFacility,ServiceFacility,None,,6.511229757309673,1.373279893277496,100.0,0.0,0.0,66.67,33.33,0.0,66.67,0.0,7,2
2207,Store,47.55772,-122.33017,0.3010299956639812,4.571102958633776,Store,None,None,69.0,6.242701774602437,1.7734938922709707,42.78,0.0,57.22,100.0,0.0,0.0,0.0,0.0,52,1
2212,Store,47.69274,-122.37602,0.3010299956639812,4.404577167740624,Store,None,None,11.0,6.481137009875431,1.893373330246025,59.83,0.0,40.17,92.45,0.0,0.0,0.0,0.0,23,1
2214,ServiceFacility,47.58462,-122.3347,0.3010299956639812,4.69066557325733,ServiceFacility,Store,None,96.0,6.158798565630131,1.0433622780211296,100.0,0.0,0.0,66.04,20.5,0.0,0.0,0.0,106,2
2215,ServiceFacility,47.58318,-122.3347,0.3010299956639812,4.716929407273744,ServiceFacility,None,None,34.0,5.7683347938128815,1.417471693203293,22.18,0.0,77.82,61.41,0.0,0.0,0.0,0.0,116,1
2217,ServiceFacility,47.57595,-122.33624,0.3010299956639812,4.591476434673244,ServiceFacility,ServiceFacility,None,,6.184207689563399,1.6047658847038873,59.45,0.0,40.55,70.8,34.87,0.0,0.0,0.0,79,2
2218,ServiceFacility,47.57529,-122.33475,0.3010299956639812,4.420137354593826,ServiceFacility,ServiceFacility,Leisure,96.0,5.887343635328513,1.2038484637462348,72.99,0.0,27.01,91.22,33.73,3.8,0.0,0.0,93,3
2222,Store,47.54723,-122.28455,0.3010299956639812,4.578455827939842,Store,Store,None,88.0,7.094631609755679,2.617105230502378,43.11,0.0,56.89,75.85,65.5,0.0,0.0,0.0,50,2
2225,School,47.53887,-122.37564,0.3010299956639812,4.475307913956194,School,None,None,95.0,6.105186727847037,1.7424894645817752,22.78,0.0,77.22,105.02,0.0,0.0,0.0,0.0,54,1
2227,ServiceFacility,47.64,-122.39743,0.3010299956639812,4.304081029459922,ServiceFacility,ServiceFacility,None,35.0,5.996859882008985,1.6819644589946832,12.33,0.0,87.67,109.24,0.0,0.0,0.0,0.0,51,2
2228,ServiceFacility,47.70281,-122.35623,0.3010299956639812,4.856577857697687,ServiceFacility,None,None,,6.094405700027289,1.6624745037503097,36.69,0.0,63.31,100.0,0.0,0.0,43.67,0.0,26,1
2231,ServiceFacility,47.60104,-122.30155,0.3010299956639812,4.601560265276188,ServiceFacility,None,None,93.0,6.178563415735068,1.4631461367263496,74.81,0.0,25.19,75.34,0.0,0.0,0.0,0.0,45,1
2234,Store,47.60009,-122.3017,0.3010299956639812,4.326356346034385,Store,ServiceFacility,None,15.0,6.224384776356685,1.1034616220947047,100.0,0.0,0.0,66.83,33.17,0.0,0.0,0.0,18,2
2235,Store,47.59881,-122.30189,0.3010299956639812,4.486161175304538,Store,ServiceFacility,None,27.0,6.782364753808024,1.6358856852812727,100.0,0.0,0.0,92.95,7.97,0.0,0.0,0.0,36,2
2236,Store,47.59881,-122.30189,0.3010299956639812,4.369623976640632,Store,ServiceFacility,None,25.0,6.277982014664457,1.1528995963937476,100.0,0.0,0.0,82.28,17.72,0.0,0.0,0.0,36,2
2239,School,47.6763,-122.38051,0.3010299956639812,5.0686199392254805,School,None,None,83.0,6.757572633808809,2.4104566647973136,18.03,0.0,81.97,100.0,0.0,0.0,0.0,0.0,85,1
2240,ServiceFacility,47.67628,-122.38238,0.3010299956639812,4.382395308670409,ServiceFacility,None,None,66.0,5.95087781120463,1.51241754860084,38.55,0.0,61.45,100.0,0.0,0.0,0.0,0.0,88,1
2241,ServiceFacility,47.6764,-122.38502,0.3010299956639812,4.553118092150306,ServiceFacility,ServiceFacility,None,88.0,6.060018771807918,1.7172543127625497,18.56,0.0,81.44,81.07,18.93,0.0,0.0,0.0,87,2
2244,ServiceFacility,47.57298,-122.33644,0.3010299956639812,4.708004253577255,ServiceFacility,None,None,10.0,6.081407352247555,1.4586378490256493,65.25,0.0,34.75,96.96,0.0,0.0,0.0,0.0,75,1
2245,Store,47.57044,-122.33475,0.3010299956639812,4.340463945185634,Store,None,None,40.0,6.11467564826786,1.6400837313731202,44.1,0.0,55.9,100.0,0.0,0.0,0.0,0.0,62,1
2246,ServiceFacility,47.57227,-122.33843,0.3010299956639812,4.212214247419942,ServiceFacility,None,None,100.0,5.176579701363587,0.414973347970818,92.02,0.0,7.98,399.78,0.0,0.0,0.0,0.0,64,1
2247,ServiceFacility,47.57339,-122.33735,0.3010299956639812,4.52456487341781,ServiceFacility,None,None,1.0,6.141903076588259,1.02816441942447,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,52,1
2248,ServiceFacility,47.57506,-122.33862,0.3010299956639812,4.547910016864493,ServiceFacility,ServiceFacility,ServiceFacility,,6.124331630216847,1.6597260952377917,42.38,0.0,57.62,29.65,27.97,25.14,0.0,0.0,64,3
2252,ServiceFacility,47.54089,-122.32323,0.3010299956639812,4.55800016506148,ServiceFacility,None,None,,6.667783077986896,1.5242662687669788,100.0,0.0,0.0,96.11,0.0,0.0,0.0,0.0,54,1
2253,ServiceFacility,47.59886,-122.31678,0.3010299956639812,4.680915394307729,Store,ServiceFacility,None,,6.911871821901391,2.47699094682793,35.75,0.0,64.25,61.8,12.51,0.0,44.58,0.0,25,2
2254,ServiceFacility,47.59774,-122.31936,0.3010299956639812,4.378470580135304,ServiceFacility,ServiceFacility,None,65.0,5.618430519542236,1.186673867499745,40.15,0.0,59.85,76.77,18.83,0.0,0.0,0.0,86,2
2255,ServiceFacility,47.67923,-122.31715,0.3010299956639812,4.352626236830803,ServiceFacility,None,None,,5.749330327128211,1.3895204658463773,24.33,0.0,75.67,100.0,0.0,0.0,0.0,0.0,69,1
2256,ServiceFacility,47.67905,-122.31697,0.3010299956639812,4.590618948206578,ServiceFacility,None,None,,5.95700900199938,1.3951515915045425,58.06,0.0,41.94,100.0,0.0,0.0,0.0,0.0,20,1
2259,ServiceFacility,47.5867,-122.30519,0.3010299956639812,4.414237765486717,ServiceFacility,ServiceFacility,ServiceFacility,,6.085687578116327,0.9772662124272927,100.0,0.0,0.0,54.52,33.69,11.79,0.0,0.0,88,3
2270,School,47.60776,-122.32481,0.3010299956639812,4.66371034599207,School,ServiceFacility,None,75.0,6.337871545454041,1.8986703429655298,50.41,25.19,24.4,100.0,0.0,0.0,0.0,0.0,93,2
2278,ServiceFacility,47.70901,-122.35498,0.3010299956639812,4.341177235247365,ServiceFacility,None,None,96.0,5.784443522251973,1.4739246934161574,12.65,0.0,87.35,100.0,0.0,0.0,0.0,0.0,65,1
2280,ServiceFacility,47.7162,-122.2956,0.3010299956639812,4.404953387586244,ServiceFacility,None,None,,6.387784961303265,1.6330642726914992,77.87,0.0,22.13,100.0,0.0,0.0,0.0,0.0,56,1
2289,ServiceFacility,47.56029,-122.2858,0.3010299956639812,4.366441636156833,ServiceFacility,None,None,55.0,5.956282273730203,0.8633228601204559,100.0,0.0,0.0,94.68,0.0,0.0,0.0,0.0,49,1
2292,ServiceFacility,47.55966,-122.33146,0.3010299956639812,4.477135730961123,ServiceFacility,ServiceFacility,None,32.0,6.446356639505062,2.0853619436861295,21.5,0.0,78.5,100.0,0.0,0.0,0.0,0.0,56,2
2293,ServiceFacility,47.56522,-122.32205,0.3010299956639812,4.653569453627514,ServiceFacility,ServiceFacility,ServiceFacility,,6.253264990699538,1.7035492982382305,55.2,0.0,44.8,46.87,31.25,15.0,0.0,0.0,54,3
2314,ServiceFacility,47.61376,-122.33445,0.3010299956639812,6.031227840990686,Leisure,Leisure,ServiceFacility,65.0,7.421879731424441,2.653781549143226,78.22,0.0,21.78,28.99,28.2,13.16,10.43,0.0,7,3
2324,School,47.65019,-122.36173,0.3010299956639812,5.088773767310448,School,Leisure,None,,7.214264923850772,2.7702995911963613,37.26,0.0,62.74,82.36,1.63,0.0,0.0,0.0,57,2
2325,School,47.65019,-122.36173,1.1760912590556813,5.729975094440855,School,None,None,,7.957174409711459,3.576302181297925,24.96,0.0,75.04,99.41,0.0,0.0,0.0,0.0,71,1
2328,ServiceFacility,47.70868,-122.30089,0.3010299956639812,4.362161913496911,ServiceFacility,None,None,78.0,6.01166848708949,1.1942367487238292,84.23,0.0,15.77,100.0,0.0,0.0,0.0,0.0,36,1
2330,ServiceFacility,47.56173,-122.32885,0.3010299956639812,4.435589573086606,ServiceFacility,ServiceFacility,ServiceFacility,,6.392809995773946,1.2605483726369795,100.0,0.0,0.0,80.7,9.9,9.17,0.0,0.0,49,3
2331,ServiceFacility,47.56318,-122.32889,0.3010299956639812,4.499274581892218,ServiceFacility,None,None,12.0,6.486294501433893,2.1023993998649826,26.27,0.0,73.73,104.53,0.0,0.0,0.0,0.0,54,1
2332,ServiceFacility,47.56362,-122.32876,0.3010299956639812,4.35237549500052,ServiceFacility,None,None,57.0,5.249965455650333,0.35024801833416286,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,60,1
2333,ServiceFacility,47.56424,-122.32902,0.3010299956639812,4.601897100353281,ServiceFacility,ServiceFacility,None,75.0,6.030663414493823,1.5777215245090208,40.75,0.0,59.25,77.99,22.01,0.0,0.0,0.0,60,2
2342,ServiceFacility,47.62322037,-122.320017,0.3010299956639812,4.4222778761641806,ServiceFacility,None,None,91.0,5.85727590628464,1.461348433647983,31.03,0.0,68.97,100.0,0.0,0.0,0.0,0.0,110,1
2357,ServiceFacility,47.59291,-122.31042,0.3010299956639812,4.459407567166948,ServiceFacility,None,None,,6.058360581142447,1.4834446480985353,59.33,0.0,40.67,100.0,0.0,0.0,0.0,0.0,60,1
2359,School,47.61791,-122.28594,0.6989700043360189,4.45486009814405,School,None,None,92.0,6.065416170012557,1.4718781993072905,61.72,0.0,38.28,109.12,0.0,0.0,0.0,0.0,7,1
2379,Leisure,47.62902,-122.33173,0.3010299956639812,4.423573519732735,Leisure,ServiceFacility,None,,6.570200155632853,1.992420956052024,58.39,0.0,41.61,51.25,48.75,0.0,0.0,0.0,38,2
2380,ServiceFacility,47.62774,-122.33384,0.3010299956639812,4.539577883345309,Leisure,ServiceFacility,ServiceFacility,,7.189790089571181,2.7132468666217093,42.91,0.0,57.09,67.48,56.75,44.46,44.46,0.0,28,3
2381,ServiceFacility,47.62643,-122.33946,0.3010299956639812,4.419972261274,Leisure,None,None,,6.548738494796585,2.0716611234417877,43.47,0.0,56.53,100.0,0.0,0.0,0.0,0.0,95,1
2382,Leisure,47.63734,-122.33988,0.3010299956639812,4.5324103732534375,Leisure,None,None,,6.81855363584974,2.3575727840516776,40.46,0.0,59.54,100.0,0.0,0.0,0.0,0.0,54,1
2383,ServiceFacility,47.63614,-122.33982,0.3010299956639812,4.36839846657925,ServiceFacility,None,None,77.0,5.9245637462453775,0.8363241157067517,100.0,0.0,0.0,93.83,0.0,0.0,0.0,0.0,67,1
2384,ServiceFacility,47.63575,-122.33895,0.3010299956639812,4.489128451332258,ServiceFacility,Leisure,None,30.0,6.549335541912777,2.00949338828754,53.19,0.0,46.81,94.86,3.83,0.0,0.0,0.0,51,2
2385,ServiceFacility,47.67642,-122.3035,0.3010299956639812,4.308201460651076,ServiceFacility,None,None,,5.594043966552029,1.0788191830988487,54.48,0.0,45.52,100.0,0.0,0.0,0.0,0.0,70,1
2392,ServiceFacility,47.61118,-122.288,0.3010299956639812,4.339471317029283,ServiceFacility,None,None,100.0,5.502147615234544,1.1489109931093564,25.82,0.0,74.18,100.0,0.0,0.0,0.0,0.0,116,1
2394,ServiceFacility,47.66827,-122.29978,0.3010299956639812,4.5089738861152915,Leisure,ServiceFacility,ServiceFacility,,6.143550386133703,1.5516939151272247,61.19,0.0,38.81,39.03,21.64,20.37,21.64,0.0,19,4
2398,ServiceFacility,47.60449,-122.33803,0.3010299956639812,5.4879270280941785,ServiceFacility,ServiceFacility,Leisure,,6.978309735712208,1.8281441073037863,100.0,0.0,0.0,52.81,27.01,17.9,27.01,0.0,33,4
2402,ServiceFacility,47.64633,-122.3508,0.3010299956639812,4.451939869365103,ServiceFacility,None,None,,5.633781344227812,1.1089031276673134,55.42,0.0,44.58,100.0,0.0,0.0,0.0,0.0,98,1
2403,Leisure,47.60154,-122.3352,0.3010299956639812,4.658020941485892,Leisure,None,None,77.0,6.447095364331601,2.089905111439398,38.2,33.62,28.18,100.0,0.0,0.0,0.0,0.0,102,1
2404,ServiceFacility,47.60106,-122.33458,0.3010299956639812,4.584071022135546,ServiceFacility,Store,None,,6.313558018093051,1.1861083798132053,100.0,0.0,0.0,76.24,6.28,0.0,0.0,0.0,116,2
2406,ServiceFacility,47.60149,-122.33458,0.3010299956639812,4.631494501386561,ServiceFacility,Store,None,,6.188788685903097,1.6769678142947586,49.82,0.0,50.18,56.35,15.38,0.0,0.0,0.0,116,2
2407,ServiceFacility,47.6005,-122.33514,0.3010299956639812,4.7604300231925185,Leisure,Leisure,ServiceFacility,,6.844087875943876,2.3509454313374794,45.79,0.0,54.21,47.92,27.78,12.15,0.0,0.0,11,4
2409,ServiceFacility,47.60023,-122.33459,0.3010299956639812,4.5224572751868335,ServiceFacility,Leisure,Store,,6.109746689574216,1.2957869402516093,83.53,0.0,16.47,80.0,8.47,7.14,0.0,0.0,116,4
2411,ServiceFacility,47.59976,-122.33514,0.3010299956639812,4.346372536824548,ServiceFacility,None,None,,5.275879374404631,0.9057958803678685,34.15,0.0,65.85,100.0,0.0,0.0,0.0,0.0,116,1
2412,ServiceFacility,47.64306,-122.34219,0.3010299956639812,4.46980729388179,ServiceFacility,ServiceFacility,None,,6.5762147873393735,1.707995746422929,86.33,0.0,13.67,66.95,31.01,0.0,0.0,0.0,48,2
2413,ServiceFacility,47.64793,-122.34358,0.3010299956639812,4.362689770726164,ServiceFacility,None,None,27.0,5.669013314714801,0.6283889300503115,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,78,1
2414,ServiceFacility,47.64747,-122.34086,0.3010299956639812,4.684405460631861,ServiceFacility,None,None,45.0,6.500803268143887,1.3634239329171762,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8,1
2415,Store,47.66097,-122.3192,0.3010299956639812,4.663323933628212,Store,None,None,82.0,6.199386768654747,1.3356584522893016,86.82,0.0,13.18,99.87,0.0,0.0,0.0,0.0,86,1
2432,MedicalFacility,47.67437,-122.3181,0.3010299956639812,4.37283838749711,MedicalFacility,None,None,72.0,5.9124402785295755,0.8767949762007006,97.8,0.0,2.2,100.0,0.0,0.0,0.0,0.0,46,1
2438,ServiceFacility,47.59938,-122.33328,0.3010299956639812,4.449370390682258,ServiceFacility,None,None,96.0,5.927934072928691,1.545059584694003,48.88,40.21,10.91,100.0,0.0,0.0,0.0,0.0,116,1
2439,ServiceFacility,47.59954,-122.33327,0.3010299956639812,4.458803982090948,ServiceFacility,Store,ServiceFacility,,6.417633506256486,2.098955060438469,21.87,19.14,58.98,42.82,20.93,20.86,0.0,0.0,116,3
2440,ServiceFacility,47.59979,-122.33318,0.3010299956639812,4.5914096783352685,ServiceFacility,Store,None,99.0,5.853289195452263,1.1670217957902564,73.51,0.0,26.49,81.99,17.13,0.0,0.0,0.0,114,2
2441,ServiceFacility,47.60071,-122.33377,0.3010299956639812,4.6740891921558845,ServiceFacility,Store,None,58.0,6.3207063517242315,1.811642021453151,76.34,0.0,47.39,50.11,47.39,0.0,0.0,0.0,107,2
2442,ServiceFacility,47.61492,-122.31728,0.3010299956639812,4.789446737034793,ServiceFacility,ServiceFacility,None,,6.623191794274993,1.8483738838446018,79.23,0.0,20.77,58.92,37.6,0.0,43.85,0.0,90,2
2443,ServiceFacility,47.61459,-122.31724,0.3010299956639812,4.487435348319548,ServiceFacility,Store,None,,6.110141886845379,1.423737249982329,72.17,0.0,27.83,96.74,3.26,0.0,0.0,0.0,99,2
2444,ServiceFacility,47.61428,-122.31726,0.3010299956639812,4.314730733844783,Store,ServiceFacility,Leisure,,5.615490704134519,0.5888317255942073,100.0,0.0,0.0,47.24,44.63,11.87,0.0,0.0,100,3
2445,ServiceFacility,47.61421,-122.3193,0.3010299956639812,4.543012046377036,Store,Leisure,ServiceFacility,,6.124924825390378,1.012415374762433,100.0,0.0,0.0,42.91,30.47,16.72,0.0,0.0,104,3
2446,ServiceFacility,47.61508,-122.31845,0.3010299956639812,4.32010472484188,ServiceFacility,Store,ServiceFacility,,5.984493474184709,1.2739267801005256,75.16,0.0,24.84,48.94,16.43,16.27,0.0,0.0,110,3
2447,Store,47.61478,-122.31847,0.3010299956639812,4.567508647698799,Store,None,None,100.0,5.52730296970339,0.5250448070368452,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100,1
2448,ServiceFacility,47.61435,-122.31859,0.3010299956639812,4.359209191764298,ServiceFacility,None,None,,6.062089551745752,1.3376588910261422,76.1,0.0,23.9,100.0,0.0,0.0,0.0,0.0,103,1
2449,Store,47.61466,-122.31984,0.3010299956639812,4.480596148181724,Store,Leisure,None,78.0,6.101962750326529,1.2830749747354715,83.93,0.0,16.07,106.5,2.36,0.0,0.0,0.0,96,2
2454,ServiceFacility,47.65729,-122.31937,0.3010299956639812,4.456168581667627,ServiceFacility,None,None,,6.705710228749549,1.561101383649056,100.0,0.0,0.0,94.53,0.0,0.0,0.0,0.0,54,1
2457,Leisure,47.59766,-122.32394,0.3010299956639812,4.459407567166948,Leisure,Leisure,None,,6.666924660367858,2.2820553706837066,26.23,0.0,73.77,75.0,25.0,0.0,0.0,0.0,108,2
2459,Leisure,47.59697,-122.32474,0.3010299956639812,4.459407567166948,Leisure,None,None,,5.954206407209997,1.4801507252732804,44.77,0.0,55.23,100.0,0.0,0.0,0.0,0.0,103,1
2460,ServiceFacility,47.59644,-122.32415,0.3010299956639812,4.546579675635184,ServiceFacility,ServiceFacility,None,2.0,6.556996395077181,1.4173055832445256,100.0,0.0,0.0,68.82,25.93,0.0,0.0,0.0,37,2
